"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant du concept dans la version du référentiel interne au SIA","Nom de la classe RiC-O d’appartenance","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Définition (skos:definition)","Note sur la portée (skos:scopeNote)","Identifiant du concept générique (skos:broader)","Dénomination du concept générique","Exemples","Concepts associés (skos:related)","Concepts équivalents dans autres thésaurus (skos:exactMatch)","Concepts proches dans autres thésaurus (skos:closeMatch)","Concepts spécifiques dans autres thésaurus (skos:narrowMatch)","Concepts génériques dans autres thésaurus (skos:broadMatch)","Concepts associés dans autres thésaurus (skos:relatedMatch)","Notes sur les modifications effectuées pour ce concept (skos:changeNote)"
"thing/FRAN_RI_004-d3ndf27cdy--1xev3a2oy0txa","d3ndf27cdy--1xev3a2oy0txa","Thing","régime matrimonial",,,,"thing/FRAN_RI_004-d3ndf1do2o--vw4ijhywntor","droit civil",,"thing/FRAN_RI_004-d3ndf1r7o4-wnlqtr86pftk",,,,,,
"thing/FRAN_RI_004-d3ndeqnr1r-10pi0nqfvbmg5","d3ndeqnr1r-10pi0nqfvbmg5","Thing","régime militaire",,,,"thing/FRAN_RI_004-d3ndeqeo9e--5dribgxx6fm8","régime politique",,,,,,,,
"thing/FRAN_RI_004-d3ndfins25-wh5jhbr3rf47","d3ndfins25-wh5jhbr3rf47","Thing","régime minier",,,,"thing/FRAN_RI_004-d3ndfimpou--4qd7z3erwpa3","régime spécial",,,,,,,,
"thing/FRAN_RI_004-d3ndeyr0ic--195r9yn4t4ulh","d3ndeyr0ic--195r9yn4t4ulh","Thing","régiment",,,,"thing/FRAN_RI_004-d3ndeyo1dk-1fvr7ao24ufvy","unité militaire",,,,,,,,
"thing/FRAN_RI_004-d3ndeqeo9e--5dribgxx6fm8","d3ndeqeo9e--5dribgxx6fm8","Thing","régime politique",,,,"thing/FRAN_RI_004-d3ndeqc7nz--11ml8wssfh0jz","politique",,,,,,,,
"thing/FRAN_RI_004-d3ndeqohk9--1r1dxf23bscui","d3ndeqohk9--1r1dxf23bscui","Thing","régime présidentiel",,,,"thing/FRAN_RI_004-d3ndeqeo9e--5dribgxx6fm8","régime politique",,,,,,,,
"thing/FRAN_RI_004-d-2ipxffd15--w85pup9wou30","d-2ipxffd15--w85pup9wou30","Thing","Régime royal constitutionnel",,"1789-1792.",,"thing/FRAN_RI_004-d-2ipxfabqv-18n422fv6plwt","régimes politiques français",,,,,,,,
"thing/FRAN_RI_004-d3ndfimpou--4qd7z3erwpa3","d3ndfimpou--4qd7z3erwpa3","Thing","régime spécial",,,,"thing/FRAN_RI_004-d3ndfihuvd-pv77iggki08p","sécurité sociale",,,,,,,,
"thing/FRAN_RI_004-d-2ipxfabqv-18n422fv6plwt","d-2ipxfabqv-18n422fv6plwt","Thing","régimes politiques français",,,,"thing/FRAN_RI_004-d-2ipxf44n4--4h0qukv8nkqf","contexte historique",,,,,,,,
"thing/FRAN_RI_004-d3ndeucxyd--1flugnazvy3bc","d3ndeucxyd--1flugnazvy3bc","Thing","région","établissement public régional","Créés par la loi du 5 juillet 1972 (établissement public régional). Statut de collectivité territoriale par la loi de décentralisation du 2 mars 1982.",,"thing/FRAN_RI_004-d5b8id7688--1lwmgf2u32nht","collectivité territoriale",,,,,,,,
"thing/FRAN_RI_004-d3ndeuentj--1lqxkz9sfs5yc","d3ndeuentj--1lqxkz9sfs5yc","Thing","région d'outre-mer",,,,"thing/FRAN_RI_004-d3ndeucxyd--1flugnazvy3bc","région",,,,,,,,
"thing/FRAN_RI_004-d3ndf2a6k9--1xomn4nadmq33","d3ndf2a6k9--1xomn4nadmq33","Thing","registre du commerce","registre national du commerce | registre du commerce et des sociétés",,,"thing/FRAN_RI_004-d3ndf29lfr--zqbbsl7nh2qk","droit commercial",,,,,,,,
"thing/FRAN_RI_004-d3ndeui474--x7418dci87rk","d3ndeui474--x7418dci87rk","Thing","réglementation",,,,"thing/FRAN_RI_004-d3ndeugeby-163gi5w2eoveu","acte administratif",,,,,,,,
"thing/FRAN_RI_004-d3ndeubzoi-1il2zwh29mmqp","d3ndeubzoi-1il2zwh29mmqp","Thing","regroupement de communes","fusion de communes",,,"thing/FRAN_RI_004-d3ndeu5kdv--1pwt0dz9s5lug","commune",,,,,,,,
"thing/FRAN_RI_004-d3ndfj78ud-1np5zrovzh0fw","d3ndfj78ud-1np5zrovzh0fw","Thing","regroupement familial",,,,"thing/FRAN_RI_004-d3ndfj60vb--1uf09ybn80ihl","immigré",,,,,,,,
"thing/FRAN_RI_004-d3ndf4g6vd--1rrqrfgu2cwcd","d3ndf4g6vd--1rrqrfgu2cwcd","Thing","réhabilitation",,"Institution permettant de faire disparaître une condamnation pénale et ses conséquences.",,"thing/FRAN_RI_004-d3ndf4a8ls--wsq3816u5sh0","procédure pénale",,,,,,,,
"thing/FRAN_RI_004-d3ndf6421a--gfbx3i8r73zy","d3ndf6421a--gfbx3i8r73zy","Thing","relance économique",,,,"thing/FRAN_RI_004-d699mrczm5o--b6duswlz0lij","politique économique",,,,,,,,
"thing/FRAN_RI_004-d3ndeuu46g-1v04a79xamw8a","d3ndeuu46g-1v04a79xamw8a","Thing","relations avec le Parlement",,,,"thing/FRAN_RI_004-d3ndeufkdb--7g2vn7os2wmh","fonctionnement de l'administration",,,,,,,,
"thing/FRAN_RI_004-d3ndezmvab--3rpdw9ql82gs","d3ndezmvab--3rpdw9ql82gs","Thing","relations diplomatiques",,,"Concerne la rupture ou le rétablissement des relations diplomatiques.","thing/FRAN_RI_004-d3ndezi0ol-9j24xiisfgtg","diplomatie",,,,,,,,
"thing/FRAN_RI_004-d3ndfkdw24-nljs0lphx7i6","d3ndfkdw24-nljs0lphx7i6","Thing","relations du travail",,"Relations avec les partenaires sociaux : organisations professionnelles, syndicats.",,"thing/FRAN_RI_004-d3ndfjdjm2--1uyzieffdge41","travail",,,,,,,,
"thing/FRAN_RI_004-d3ndez1895--6mjv2lzoycy3","d3ndez1895--6mjv2lzoycy3","Thing","relations internationales",,,,,,,"thing/FRAN_RI_004-d3ndexf71v-134h0jj7hsig0 | thing/FRAN_RI_004-d3ndewv42c-1cin5w9d4whgd",,,,,,
"thing/FRAN_RI_004-d3ndeuv0ih--ufcniv0kwz24","d3ndeuv0ih--ufcniv0kwz24","Thing","relations publiques",,,,"thing/FRAN_RI_004-d3ndeufkdb--7g2vn7os2wmh","fonctionnement de l'administration",,,,,,,,
"thing/FRAN_RI_004-d3ndf421xo--o43l8nil3ylr","d3ndf421xo--o43l8nil3ylr","Thing","relégation",,"Loi de 1885.",,"thing/FRAN_RI_004-d3ndf3wa4w-17dy27obm1pb1","peine",,,,,,,,
"thing/FRAN_RI_004-d3ndfru7xd-11z45dlken70h","d3ndfru7xd-11z45dlken70h","Thing","religion",,,,"thing/FRAN_RI_004-d3m010rkerm--e328vq805vw1","vie religieuse",,,,,,,,
"thing/FRAN_RI_004-d3ndf7mp8c--lfv8chkh02yo","d3ndf7mp8c--lfv8chkh02yo","Thing","remembrement",,,,"thing/FRAN_RI_004-d3ndf7fc3d--5ld8y289ozrw","aménagement rural",,"thing/FRAN_RI_004-d3ndfdcffa-3jry84j95htd",,,,,,
"thing/FRAN_RI_004-d3ndffxqx4--1ibnfwwq9i47","d3ndffxqx4--1ibnfwwq9i47","Thing","remontée mécanique",,"Installation permettant, en s’affranchissant de la déclivité du terrain, le transport des voyageurs ou des marchandises par véhicule tracté par câble (siège, nacelle, cabine, benne, etc.). (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-1108)",,"thing/FRAN_RI_004-d3ndffsyor-1lzgq4sq9eifs","transport terrestre",,,"http://vocab.getty.edu/aat/300051259 | http://data.bnf.fr/ark:/12148/cb12201158m | http://fr.dbpedia.org/resource/Remont%C3%A9e_m%C3%A9canique",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndffer5y-1ljg6is1luhkc","d3ndffer5y-1ljg6is1luhkc","Thing","remorquage",,,,"thing/FRAN_RI_004-d3ndffcya5-7nu0ldc9t1sj","sécurité des navires",,,,,,,,
"thing/FRAN_RI_004-d3ndfktgy0--2uyi4lngbzvi","d3ndfktgy0--2uyi4lngbzvi","Thing","rémunération",,,,"thing/FRAN_RI_004-d3ndfjti2u-xq4dnvfktygy","conditions de travail",,,,,,,,
"thing/FRAN_RI_004-d3ndfe9sb2--1w0wc7hgfe93o","d3ndfe9sb2--1w0wc7hgfe93o","Thing","rénovation urbaine",,,,"thing/FRAN_RI_004-d3ndfe3syo-1sx26zwf5knop","urbanisme",,,,,,,,
"thing/FRAN_RI_004-d3ndeyef6s--19w9amkcfittg","d3ndeyef6s--19w9amkcfittg","Thing","renseignement","espionnage | contre-espionnage | service secret",,,"thing/FRAN_RI_004-d3ndexloac--1npmzrgou9tbu","armée",,,,,,,,
"thing/FRAN_RI_004-d3ndfpv45o-novbgg42m5mk","d3ndfpv45o-novbgg42m5mk","Thing","rentrée scolaire",,,,"thing/FRAN_RI_004-d3ndfpoyzr--11iqewb50r2yb","vie scolaire",,,,,,,,
"thing/FRAN_RI_004-d3ndfjvlqn--1d7hi35vp8y3s","d3ndfjvlqn--1d7hi35vp8y3s","Thing","repos hebdomadaire",,,,"thing/FRAN_RI_004-d3ndfjuwip-eevnx8rpxh60","congé payé",,,,,,,,
"thing/FRAN_RI_004-d3ndfkoa9q-12i4ktpp1imi0","d3ndfkoa9q-12i4ktpp1imi0","Thing","représentation des salariés",,,,"thing/FRAN_RI_004-d3ndfkdw24-nljs0lphx7i6","relations du travail",,,,,,,,
"thing/FRAN_RI_004-d3ndf8jsmn-1pgmcdlzsv31x","d3ndf8jsmn-1pgmcdlzsv31x","Thing","répression des fraudes",,,,"thing/FRAN_RI_004-d3ndf7y2sm--j35niyd65ec8","production agricole",,"thing/FRAN_RI_004-d3ndfgobkm-1ht95954534an",,,,,,
"thing/FRAN_RI_004-d3nderyx85-syzup35d3rzf","d3nderyx85-syzup35d3rzf","Thing","républicanisme",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3ndeqp8ai-1bdj26gwq4vri","d3ndeqp8ai-1bdj26gwq4vri","Thing","république",,,,"thing/FRAN_RI_004-d3ndeqeo9e--5dribgxx6fm8","régime politique",,,,,,,,
"thing/FRAN_RI_004-d3ndeyagpb--18u6qqitrntew","d3ndeyagpb--18u6qqitrntew","Thing","réquisition",,,,"thing/FRAN_RI_004-d3ndey85po--rma3pxxcw8o3","mobilisation",,,,,,,,
"thing/FRAN_RI_004-d3ndgs0d06-moaw7b99wqu","d3ndgs0d06-moaw7b99wqu","Thing","réseau câblé","télévision par cable | télévision câblée",,,"thing/FRAN_RI_004-d3ndfzbjd1-1xvms75zhh6bu","télécommunication",,,,,,,,
"thing/FRAN_RI_004-d5b8ic3atf--bxbo00agzheq","d5b8ic3atf--bxbo00agzheq","Thing","réseau de communication",,"Réseau d’installations permettant l'échange d'informations sous forme de signaux optiques, électriques ou électromagnétiques. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-988)",,"thing/FRAN_RI_004-d3ndfykmup--17q9vett96o77","communication",,,"http://vocab.getty.edu/aat/300008610 | http://fr.dbpedia.org/resource/R%C3%A9seau_de_t%C3%A9l%C3%A9communications",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfeicrt-13hk64282wi01","d3ndfeicrt-13hk64282wi01","Thing","réseau de transport",,"Réseau d'équipements destinés au déplacement des personnes et des biens par tous moyens. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-991)",,"thing/FRAN_RI_004-d3ndfehyz6-1xvrnoh20oitl","infrastructure de transport",,,"http://data.bnf.fr/ark:/12148/cb11933623h | http://vocab.getty.edu/aat/300386980 | http://fr.dbpedia.org/resource/Transport",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndffr4ie-fz7ub3fbljvi","d3ndffr4ie-fz7ub3fbljvi","Thing","réseau express régional","RER",,,"thing/FRAN_RI_004-d3ndffqpup-18qo3i6n5oqpt","métro",,,,,,,,
"thing/FRAN_RI_004-d3ndffzy8u--sdn0df3xtreh","d3ndffzy8u--sdn0df3xtreh","Thing","réseau secondaire",,"Voie ferrée d'intérêt général à caractère secondaire (catégorie de ligne).",,"thing/FRAN_RI_004-d3ndffygsc--5xtdk0xaasrb","chemin de fer",,,,,,,,
"thing/FRAN_RI_004-d5b8iejgi0-2pccm36chmb7","d5b8iejgi0-2pccm36chmb7","Thing","réseaux sociaux",,,,"thing/FRAN_RI_004-d3ndfytq2m-1rwk5tzrgcm8y","média",,"thing/FRAN_RI_004-d3ndgrpr8z-r2e43vhb7d62",,,,,,
"thing/FRAN_RI_004-d3ndfdenm2-15vtx55xqryqu","d3ndfdenm2-15vtx55xqryqu","Thing","réserve foncière",,"Une réserve foncière est constituée des immeubles que peuvent acquérir par voie d’expropriation les collectivités ou les établissements publics territoriaux en prévision de l’extension des agglomérations, de l’aménagement des espaces naturels entourant celles-ci, de la création de villes nouvelles ou d’opérations de rénovation et d’urbanisme. (FAO, thesaurus multilingue du foncier, 2005).",,"thing/FRAN_RI_004-d3ndfdcffa-3jry84j95htd","aménagement foncier",,,,,,,,
"thing/FRAN_RI_004-d3ndeycq6n--9584vjsicd6o","d3ndeycq6n--9584vjsicd6o","Thing","réserve militaire",,,,"thing/FRAN_RI_004-d3ndexloac--1npmzrgou9tbu","armée",,,,,,,,
"thing/FRAN_RI_004-d3ndfpy3ag-1c5jr8s21zjeb","d3ndfpy3ag-1c5jr8s21zjeb","Thing","résidence universitaire","cité universitaire","Complexe, généralement planifié, réunissant les édifices utiles à la vie des étudiants en dehors de leurs activités de formation (logements, lieux culturels et sportifs, etc.). (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-506)",,"thing/FRAN_RI_004-d3ndfpxrnf--1ettlnzkl58mg","oeuvres universitaires",,,"http://data.bnf.fr/ark:/12148/cb13319847b | http://vocab.getty.edu/aat/300000333 | http://fr.dbpedia.org/resource/Cit%C3%A9_universitaire",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d-2ipxgk4ry--1lwnz2kua6gei","d-2ipxgk4ry--1lwnz2kua6gei","Thing","résistance",,,,"thing/FRAN_RI_004-d-2ipxg7x1a-11jfkrneo8f1v","guerre 1939-1945",,,,,,,,
"thing/FRAN_RI_004-d3ndesstik-1kieccljgx0rp","d3ndesstik-1kieccljgx0rp","Thing","résolution des Cinq-Cents",,"Préparatifs de la loi sous le régime de la Constitution de l'an III.",,"thing/FRAN_RI_004-d3ndesh692--omgiwebfvr5o","loi",,,,,,,,
"thing/FRAN_RI_004-d3ndf1goa9--2wjm140yn5dy","d3ndf1goa9--2wjm140yn5dy","Thing","responsabilité civile",,,,"thing/FRAN_RI_004-d3ndf1do2o--vw4ijhywntor","droit civil",,,,,,,,
"thing/FRAN_RI_004-d3ndfvwxcl-rkb2c2449aoz","d3ndfvwxcl-rkb2c2449aoz","Thing","restaurant","taverne","Établissement où l'on sert des repas moyennant paiement. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-640)",,"thing/FRAN_RI_004-d3ndfvs0t1--o2sqzd9aiyzk","équipement touristique",,,"http://fr.dbpedia.org/resource/Restaurant | http://vocab.getty.edu/aat/300005182 | http://data.bnf.fr/ark:/12148/cb11932762f",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfrsjki--179gado3xsqgc","d3ndfrsjki--179gado3xsqgc","Thing","restauration",,,,"thing/FRAN_RI_004-d3ndfrhzbm--1brtw0y7lc75e","patrimoine culturel",,"thing/FRAN_RI_004-d3ndfqtuei--16znt6o6hhapb",,,,,,
"thing/FRAN_RI_004-d5b8idmo3h--8n7qv9gx7e3q","d5b8idmo3h--8n7qv9gx7e3q","Thing","restauration collective",,,,"thing/FRAN_RI_004-d3ndfjti2u-xq4dnvfktygy","conditions de travail",,,,,,,,
"thing/FRAN_RI_004-d3ndfbsca1-3tse3fo1z56r","d3ndfbsca1-3tse3fo1z56r","Thing","restructuration industrielle",,,,"thing/FRAN_RI_004-d3ndf9dgie--11efvf0r02lcw","industrie",,,,,,,,
"thing/FRAN_RI_004-d3ndfio62k--1rgsaboccz69o","d3ndfio62k--1rgsaboccz69o","Thing","retraite",,,,"thing/FRAN_RI_004-d3ndfihuvd-pv77iggki08p","sécurité sociale",,,,,,,,
"thing/FRAN_RI_004-d3ndfiou7p--ij50jkh19s46","d3ndfiou7p--ij50jkh19s46","Thing","retraite complémentaire",,,,"thing/FRAN_RI_004-d3ndfio62k--1rgsaboccz69o","retraite",,,,,,,,
"thing/FRAN_RI_004-d3ndeses10--16n9a6nu1lodg","d3ndeses10--16n9a6nu1lodg","Thing","réunion interministérielle",,,,"thing/FRAN_RI_004-d5b8icbu7e-1d7ceqxgmio44","gouvernement",,,,,,,,
"thing/FRAN_RI_004-d3ndf7t6gt-er8jn9vc5l83","d3ndf7t6gt-er8jn9vc5l83","Thing","revenu agricole",,,,"thing/FRAN_RI_004-d3ndf7psw3--7dnx6ojixlgx","politique agricole",,,,,,,,
"thing/FRAN_RI_004-d3ndep76v8--jxxg1mmkgv3z","d3ndep76v8--jxxg1mmkgv3z","Thing","révision constitutionnelle","loi constitutionnelle | réforme constitutionnelle",,,"thing/FRAN_RI_004-d3ndeot1ps--1t57ajijqrsbm","constitution",,,,,,,,
"thing/FRAN_RI_004-d3nder0znf-bg6k0qmmb9i1","d3nder0znf-bg6k0qmmb9i1","Thing","révolution",,,,"thing/FRAN_RI_004-d3ndeqt0b6-11v0xs1y9i01y","crise politique",,,,,,,,
"thing/FRAN_RI_004-d699mrdcc4b--abtebsny5ekb","d699mrdcc4b--abtebsny5ekb","Thing","Révolution française (1789-1799)",,,,"thing/FRAN_RI_004-d-2ipxgq4c4-1nc3piv8ieg2c","événements en France",,,,,,,,
"thing/FRAN_RI_004-d3ndfdb2x9-j5z4qga8sugk","d3ndfdb2x9-j5z4qga8sugk","Thing","risque naturel",,,,"thing/FRAN_RI_004-d3ndfd9zh6--1nr730bexnlh0","prévention des risques",,"thing/FRAN_RI_004-d3ndfby6vp--17wuik1zqv33z",,,,,,
"thing/FRAN_RI_004-d5b8ied4va--182iwxjx8cy4r","d5b8ied4va--182iwxjx8cy4r","Thing","risque technologique et industriel",,,,"thing/FRAN_RI_004-d3ndfd9zh6--1nr730bexnlh0","prévention des risques",,"thing/FRAN_RI_004-d5b8iblb27-1ry0vl5o5eovt | thing/FRAN_RI_004-d5b8id7eum--1ptlpu88lxsg9",,,,,,
"thing/FRAN_RI_004-d3ndfccjsj-10ppc8nuvlavh","d3ndfccjsj-10ppc8nuvlavh","Thing","rivière",,,,"thing/FRAN_RI_004-d3ndfca24b--oqx54df4p4br","cours d'eau",,"thing/FRAN_RI_004-d3ndfe2kru--75kee4ho60dj",,,,,,
"thing/FRAN_RI_004-d3ndfarkj0-1wmeygmlw7qp6","d3ndfarkj0-1wmeygmlw7qp6","Thing","robotique","automatique | automatisme","Etudes et techniques permettant l'automatisation de dispositifs fonctionnant sans intervention humaine.",,"thing/FRAN_RI_004-d3ndfaohy2--1ndqikfiacgne","informatique",,,,,,,,
"thing/FRAN_RI_004-d3ndfbevp9-8cvcx0stb1kn","d3ndfbevp9-8cvcx0stb1kn","Thing","roche",,,,"thing/FRAN_RI_004-d3ndfawlta--19nbvgmcoin5i","matière première",,,,,,,,
"thing/FRAN_RI_004-d3ndfg4cgs-1ubxlggldhl8p","d3ndfg4cgs-1ubxlggldhl8p","Thing","route","réseau routier | équipement routier | domaine public routier | infrastructure routière","Voie aménagée pour la circulation des véhicules, reliant des agglomérations. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-74)",,"thing/FRAN_RI_004-d3ndfg3lis--dr0m1169938t","transport routier",,"thing/FRAN_RI_004-d3ndfepshx--15n8dtxhefaqy","http://data.bnf.fr/ark:/12148/cb11932808x | http://fr.dbpedia.org/resource/Route",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfg5sez--1xgq9zn20yvfq","d3ndfg5sez--1xgq9zn20yvfq","Thing","route départementale",,,,"thing/FRAN_RI_004-d3ndfg4cgs-1ubxlggldhl8p","route",,,,,,,,
"thing/FRAN_RI_004-d3ndfg65cl--2s9lnoop97ga","d3ndfg65cl--2s9lnoop97ga","Thing","route nationale",,,,"thing/FRAN_RI_004-d3ndfg4cgs-1ubxlggldhl8p","route",,,,,,,,
"thing/FRAN_RI_004-d3nderzodx-1wjo1pkm5sy0p","d3nderzodx-1wjo1pkm5sy0p","Thing","royalisme",,,,"thing/FRAN_RI_004-d3nder2ofs-144mteblyd657","mouvement politique",,,,,,,,
"thing/FRAN_RI_004-d3ndfpvgnr--f03ylic10da9","d3ndfpvgnr--f03ylic10da9","Thing","rythme scolaire",,"Aménagement du temps scolaire",,"thing/FRAN_RI_004-d3ndfpoyzr--11iqewb50r2yb","vie scolaire",,,,,,,,
"thing/FRAN_RI_004-d3ndewl5l8--1p83m4ttd5sb0","d3ndewl5l8--1p83m4ttd5sb0","Thing","sabotage",,,,"thing/FRAN_RI_004-d3ndewi432--evosyskhggr5","terrorisme",,,,,,,,
"thing/FRAN_RI_004-d3ndfkwh5l-18e2hce0m23kt","d3ndfkwh5l-18e2hce0m23kt","Thing","salaire",,,,"thing/FRAN_RI_004-d3ndfktgy0--2uyi4lngbzvi","rémunération",,"thing/FRAN_RI_004-d3ndf59mk8-17ehi45a8wpyj",,,,,,
"thing/FRAN_RI_004-d3ndfjj37y--1ffwz8eqvplxq","d3ndfjj37y--1ffwz8eqvplxq","Thing","salarié",,,,"thing/FRAN_RI_004-d3ndfjiqxm-1qmouj5vguwy2","catégorie socio-professionnelle",,,,,,,,
"thing/FRAN_RI_004-d3ndfr0z4t--16p9yo9usbdl","d3ndfr0z4t--16p9yo9usbdl","Thing","salle de cinéma",,"Salle de spectacle où l'on projette des films cinématographiques. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-415)",,"thing/FRAN_RI_004-d3ndfqb01c-1omem3g67f2h8","équipement culturel",,,"http://vocab.getty.edu/aat/300007135 | http://data.bnf.fr/ark:/12148/cb11939426f | http://fr.dbpedia.org/resource/Cin%C3%A9ma",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfq7ep9--1c2tqmskeivda","d3ndfq7ep9--1c2tqmskeivda","Thing","salle de spectacle",,"Édifice affecté aux représentations théâtrales, cinématographiques, chorégraphiques, musicales. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-410)",,"thing/FRAN_RI_004-d3ndfqb01c-1omem3g67f2h8","équipement culturel",,,"http://data.bnf.fr/ark:/12148/cb13318892x | http://vocab.getty.edu/aat/300132484 | http://fr.dbpedia.org/resource/Salle_de_spectacle",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d5b8iece51-hvx9km3zm25m","d5b8iece51-hvx9km3zm25m","Thing","salon artistique",,,,"thing/FRAN_RI_004-d3ndfqprtl-t1pf3dx2u4lc","marché de l'art",,,,,,,,
"thing/FRAN_RI_004-d3ndfgbzqh--4oj8qzi7rk3y","d3ndfgbzqh--4oj8qzi7rk3y","Thing","sanatorium","aérium | preventorium","Établissement hospitalier curatif, situé dans un milieu réputé salubre, au bord de la mer, à la montagne, à la campagne, destiné aux phtisiques ayant besoin d'une cure d'air. Il comporte des galeries de cure extérieures pour y installer les patients sur des chaises longues. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-299)",,"thing/FRAN_RI_004-d3ndfg9ser--75p3mc1o64wo","hôpital",,,"http://data.bnf.fr/ark:/12148/cb11978600w | http://vocab.getty.edu/aat/300006720 | http://fr.dbpedia.org/resource/Sanatorium",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndfi45o6-1ccql20uetn45","d3ndfi45o6-1ccql20uetn45","Thing","sans domicile fixe","sans-abri | SDF",,,"thing/FRAN_RI_004-d3ndfi28wp--c1vu3302nmgo","exclusion sociale",,,,,,,,
"thing/FRAN_RI_004-d3ndfgh3lw--rba7uuhbbgpj","d3ndfgh3lw--rba7uuhbbgpj","Thing","santé","action sanitaire | santé publique",,"Terme employé au sens large et pour désigner toute action collective de santé publique. Terme employé également dans le référentiel Fonctions.",,,,,,,,,,
"thing/FRAN_RI_004-d3ndfpvtdm-oyc7kvxrsa1o","d3ndfpvtdm-oyc7kvxrsa1o","Thing","santé scolaire","hygiène scolaire",,,"thing/FRAN_RI_004-d3ndfpoyzr--11iqewb50r2yb","vie scolaire",,,,,,,,
"thing/FRAN_RI_004-d3ndfzd5k9--1xg0ljhixefsl","d3ndfzd5k9--1xg0ljhixefsl","Thing","satellite","télédétection",,,"thing/FRAN_RI_004-d3ndfzbjd1-1xvms75zhh6bu","télécommunication",,,,,,,,
"thing/FRAN_RI_004-d3m010n4eq6-18isw7fmqy072","d3m010n4eq6-18isw7fmqy072","Thing","sauvetage","sauvetage en mer",,,"thing/FRAN_RI_004-d699mrb53d3--qphq81eu9x1h","sécurité civile",,,,,,,,
"thing/FRAN_RI_004-d3ndfrfgsd--qumlgf1ceygm","d3ndfrfgsd--qumlgf1ceygm","Thing","scène nationale",,"Structure dont la tutelle est assurée par les municipalités contrairement à un théâtre national. Label créé en 1991 voir également maison de la culture.",,"thing/FRAN_RI_004-d5b8ice69u-wmvs2yzj87rv","label culturel",,,,,,,,
"thing/FRAN_RI_004-d3ndfbfddl--26aq9lfwy2fr","d3ndfbfddl--26aq9lfwy2fr","Thing","schiste",,,,"thing/FRAN_RI_004-d3ndfbevp9-8cvcx0stb1kn","roche",,,,,,,,
"thing/FRAN_RI_004-d699mrddtln-klqi4ht5rzd8","d699mrddtln-klqi4ht5rzd8","Thing","science",,,,,,,,,,,,,
"thing/FRAN_RI_004-d3ndfxwspl--pdnry2c5kvae","d3ndfxwspl--pdnry2c5kvae","Thing","sciences appliquées","sciences physiques pour l'ingénieur",,,"thing/FRAN_RI_004-d3ndfxfrvi--4esdh4lqno58","sciences et techniques",,,,,,,,
"thing/FRAN_RI_004-d3ndfyezsn--10afqb4ukuc5h","d3ndfyezsn--10afqb4ukuc5h","Thing","sciences cognitives",,"études expérimentales et théoriques interdisciplinaires des processus de codage, stockage, manipulation et transfert d’informations réalisés par les systèmes naturels (systèmes nerveux) et artificiels.",,"thing/FRAN_RI_004-d3ndfy6m88--7yhqgzheyj63","sciences humaines",,,,,,,,
"thing/FRAN_RI_004-d5b8ibe7u7-kveyxszw2hmm","d5b8ibe7u7-kveyxszw2hmm","Thing","sciences de l'information et de la communication",,,,"thing/FRAN_RI_004-d3ndfyimn2-1nzeebb84svfn","technologie",,"thing/FRAN_RI_004-d3ndfaohy2--1ndqikfiacgne",,,,,,
"thing/FRAN_RI_004-d3ndfxzyiy--1r0fdmeh0m9rx","d3ndfxzyiy--1r0fdmeh0m9rx","Thing","sciences de le terre et de l'univers",,"sciences de l’étude de la terre, des océans, de l’atmosphère et de l’espace",,"thing/FRAN_RI_004-d3ndfxfrvi--4esdh4lqno58","sciences et techniques",,,,,,,,
"thing/FRAN_RI_004-d3ndfyg084--d5ks2vqiqpn5","d3ndfyg084--d5ks2vqiqpn5","Thing","sciences économiques",,,,"thing/FRAN_RI_004-d3ndfy6m88--7yhqgzheyj63","sciences humaines",,,,,,,,
