"URI (segment de base https://rdf.archives-nationales.culture.gouv.fr/","Identifiant du concept dans la version du référentiel interne au SIA","Nom de la classe RiC-O d’appartenance","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Définition (skos:definition)","Note sur la portée (skos:scopeNote)","Identifiant du concept générique (skos:broader)","Dénomination du concept générique","Exemples","Concepts associés (skos:related)","Concepts équivalents dans autres thésaurus (skos:exactMatch)","Concepts proches dans autres thésaurus (skos:closeMatch)","Concepts spécifiques dans autres thésaurus (skos:narrowMatch)","Concepts génériques dans autres thésaurus (skos:broadMatch)","Concepts associés dans autres thésaurus (skos:relatedMatch)","Notes sur les modifications effectuées pour ce concept (skos:changeNote)"
"thing/FRAN_RI_004-d5b8ic58nq--1u5x24q3kcq9l","d5b8ic58nq--1u5x24q3kcq9l","Thing","création audiovisuelle",,,,"thing/FRAN_RI_004-d3ndfr1lze-alqi7m0ihtk2","création artistique",,"thing/FRAN_RI_004-d3ndfyu2sg-dzzieipze3ju",,,,,,
"thing/FRAN_RI_004-d3ndf5icuj--xzihnr5d8lpp","d3ndf5icuj--xzihnr5d8lpp","Thing","création d'entreprise",,,,"thing/FRAN_RI_004-d3ndf5em4f-1lhzud1dlfq1i","gestion d'entreprise",,,,,,,,
"thing/FRAN_RI_004-d3ndf4vix3-1qv56x276zk1g","d3ndf4vix3-1qv56x276zk1g","Thing","crédit",,,,"thing/FRAN_RI_004-d3ndf4k85q--gljxt49yauux","conjoncture économique",,,,,,,,
"thing/FRAN_RI_004-d3ndf2zb9k--143v31ufw21gf","d3ndf2zb9k--143v31ufw21gf","Thing","crime",,,,"thing/FRAN_RI_004-d3ndf2yt5p-e1oarilvaalx","infraction",,"thing/FRAN_RI_004-d3ndew313a--twh2f8kzk8v5",,,,,,
"thing/FRAN_RI_004-d3ndf06pfn-1cjuxrox3y14z","d3ndf06pfn-1cjuxrox3y14z","Thing","crime contre l'humanité",,,,"thing/FRAN_RI_004-d3ndf01uef--qo3xkkwjvm84","droit international",,,,,,,,
"thing/FRAN_RI_004-d3ndf082d7-1kzmrxkxuu8i5","d3ndf082d7-1kzmrxkxuu8i5","Thing","crime de guerre",,,,"thing/FRAN_RI_004-d3ndf01uef--qo3xkkwjvm84","droit international",,,,,,,,
"thing/FRAN_RI_004-d3ndew313a--twh2f8kzk8v5","d3ndew313a--twh2f8kzk8v5","Thing","criminalité",,,,"thing/FRAN_RI_004-d3ndew29xi--kemceqttz2hk","police judiciaire",,"thing/FRAN_RI_004-d3ndf2zb9k--143v31ufw21gf",,,,,,
"thing/FRAN_RI_004-d-2ipxgncbe--7h3iu5upq8x2","d-2ipxgncbe--7h3iu5upq8x2","Thing","crise de Suez (1956)",,,,"thing/FRAN_RI_004-d-2ipxfxnke-s8ctgeouto8m","conflits et guerres",,,,,,,,
"thing/FRAN_RI_004-d3ndf4xmkx--co925hf8txry","d3ndf4xmkx--co925hf8txry","Thing","crise économique et financière",,,,"thing/FRAN_RI_004-d3ndf4k85q--gljxt49yauux","conjoncture économique",,,,,,,,
"thing/FRAN_RI_004-d3ndeqt0b6-11v0xs1y9i01y","d3ndeqt0b6-11v0xs1y9i01y","Thing","crise politique",,,,"thing/FRAN_RI_004-d3ndeqq0j3-1buzspvq53ds5","vie politique",,,,,,,,
"thing/FRAN_RI_004-d5b8iam1mq--1nltph10hpmva","d5b8iam1mq--1nltph10hpmva","Thing","croix","calvaire",,,"thing/FRAN_RI_004-d5b8icp872-1bs5r97vls5wq","monument commémoratif",,,,,,,,
"thing/FRAN_RI_004-d3ndf8v10o-1pzzwwzpoqxr4","d3ndf8v10o-1pzzwwzpoqxr4","Thing","crustacé",,,,"thing/FRAN_RI_004-d3ndf8telo-j1fq8t0lvsbb","produit de la mer",,,,,,,,
"thing/FRAN_RI_004-d3m010pfypc--1scqkf6stxx5","d3m010pfypc--1scqkf6stxx5","Thing","cuir",,,,"thing/FRAN_RI_004-d3ndf8np69-zunzl69iqo3a","produit animal",,,,,,,,
"thing/FRAN_RI_004-d3ndfb79ic-62guka2gnn33","d3ndfb79ic-62guka2gnn33","Thing","cuivre",,,,"thing/FRAN_RI_004-d3ndfb6803-1guwccjqtxunj","métal non-ferreux",,,,,,,,
"thing/FRAN_RI_004-d3ndfs2lxb-12kknwio4rmsc","d3ndfs2lxb-12kknwio4rmsc","Thing","culte",,,,"thing/FRAN_RI_004-d3m010rkerm--e328vq805vw1","vie religieuse",,,,,,,,
"thing/FRAN_RI_004-d3ndfpz2uw--1hdr8ku7mufni","d3ndfpz2uw--1hdr8ku7mufni","Thing","culture",,,,,,,,,,,,,
"thing/FRAN_RI_004-d3ndfq3le1-14075bx9s0rre","d3ndfq3le1-14075bx9s0rre","Thing","culture scientifique","vulgarisation | culture scientifique et technique | culture technique",,,"thing/FRAN_RI_004-d3ndfq0vyg-jo785pt8fld2","action culturelle",,,,,,,,
"thing/FRAN_RI_004-d3ndeq2fnn--kobbmhjuw3w1","d3ndeq2fnn--kobbmhjuw3w1","Thing","cumul des mandats",,,,"thing/FRAN_RI_004-d3ndeq1lp0--acla04537894","mandat électoral",,,,,,,,
"thing/FRAN_RI_004-d3m010ooon7--1ppeo70kyrci3","d3m010ooon7--1ppeo70kyrci3","Thing","cycles et motocycles",,,,"thing/FRAN_RI_004-d3ndfajkr8--lfzypxsj0nld","construction automobile",,,,,,,,
"thing/FRAN_RI_004-d3ndfwda9b-1654wrt5j09qa","d3ndfwda9b-1654wrt5j09qa","Thing","cyclisme",,,,"thing/FRAN_RI_004-d3ndfwbzwv--1ivztjmhgob7p","discipline sportive",,,,,,,,
"thing/FRAN_RI_004-d3ndfc1c1s-upgfb53ole5","d3ndfc1c1s-upgfb53ole5","Thing","cyclone",,,,"thing/FRAN_RI_004-d3ndfby6vp--17wuik1zqv33z","catastrophe naturelle",,,,,,,,
"thing/FRAN_RI_004-d3ndfr2y9o-4gbo8acqo8al","d3ndfr2y9o-4gbo8acqo8al","Thing","danse",,,,"thing/FRAN_RI_004-d3ndfr1lze-alqi7m0ihtk2","création artistique",,,,,,,,
"thing/FRAN_RI_004-d3ndex267j-1lptv1ssgm5ex","d3ndex267j-1lptv1ssgm5ex","Thing","débarquement",,,,"thing/FRAN_RI_004-d3ndewxhfd-1efye4saddiop","guerre",,,,,,,,
"thing/FRAN_RI_004-d3ndesxiq9--ov6kwjtzezmj","d3ndesxiq9--ov6kwjtzezmj","Thing","débat parlementaire",,,,"thing/FRAN_RI_004-d3ndesuc9m-1mqb2mq1c79je","activité parlementaire",,,,,,,,
"thing/FRAN_RI_004-d3ndevhou4--k0zfobn6jv82","d3ndevhou4--k0zfobn6jv82","Thing","débit de boissons",,"Établissement où l'on vend des boissons à consommer sur place. (Source : http://data.culture.fr/thesaurus/resource/ark:/67717/T96-613)",,"thing/FRAN_RI_004-d3ndevcnrm-17rk9sb772uft","police administrative",,,"",,,,,"2020-06-11 : Définition ajoutée le [2020-06-11]"
"thing/FRAN_RI_004-d3ndevifzw-jhvob6lzl75o","d3ndevifzw-jhvob6lzl75o","Thing","débit de tabac",,,,"thing/FRAN_RI_004-d3ndevcnrm-17rk9sb772uft","police administrative",,,,,,,,
"thing/FRAN_RI_004-d3ndetx4nt-csifxbi81705","d3ndetx4nt-csifxbi81705","Thing","décentralisation",,"Transfert aux collectivités territoriales de certaines attributions de l'autorité centrale.",,"thing/FRAN_RI_004-d3ndetwa9n-1i8m9bxyegxrg","réforme administrative",,"thing/FRAN_RI_004-d3ndf6pmp2--1kpwjdbpuaow1 | thing/FRAN_RI_004-d3ndf6p3xy--pvw7ng2tqoup | thing/FRAN_RI_004-d3ndf613jr--91dfjlxxq2pz",,,,,,
"thing/FRAN_RI_004-d3ndfbnfaz-1b1crqtil7srx","d3ndfbnfaz-1b1crqtil7srx","Thing","décentralisation industrielle","localisation industrielle | redéploiement industriel","Incitation de l'Etat aux entreprises de s'installer dans les départements.",,"thing/FRAN_RI_004-d3ndfbmvos--1em55mbjbk7vi","politique industrielle",,"thing/FRAN_RI_004-d3ndf5ohkx-8g64pha0lduq",,,,,,
"thing/FRAN_RI_004-d3ndf1qo1y-gly357fmpbxs","d3ndf1qo1y-gly357fmpbxs","Thing","décès",,,,"thing/FRAN_RI_004-d3ndf1q2pp-1qg2a2zpuxcmo","état civil",,,,,,,,
"thing/FRAN_RI_004-d3ndfcz1fm-ootvcicnzb2t","d3ndfcz1fm-ootvcicnzb2t","Thing","déchet",,,,"thing/FRAN_RI_004-d3ndfcyjz2-asxh52yvqg26","traitement des déchets",,,,,,,,
"thing/FRAN_RI_004-d3ndfczhte-1wvtsta55k436","d3ndfczhte-1wvtsta55k436","Thing","déchet industriel",,,,"thing/FRAN_RI_004-d3ndfcz1fm-ootvcicnzb2t","déchet",,"thing/FRAN_RI_004-d3ndf9dgie--11efvf0r02lcw",,,,,,
"thing/FRAN_RI_004-d3ndfczy76-1mwizl9gvg51o","d3ndfczy76-1mwizl9gvg51o","Thing","déchet nucléaire","déchet radioactif",,,"thing/FRAN_RI_004-d3ndfcz1fm-ootvcicnzb2t","déchet",,"thing/FRAN_RI_004-d3ndf9ohsc--e6drxqfal9hm",,,,,,
"thing/FRAN_RI_004-d3ndeuh651-14izid82nwgh","d3ndeuh651-14izid82nwgh","Thing","déclaration d'utilité publique",,,,"thing/FRAN_RI_004-d3ndeugeby-163gi5w2eoveu","acte administratif",,,,,,,,
"thing/FRAN_RI_004-d3ndesabnh--141scpb9okgix","d3ndesabnh--141scpb9okgix","Thing","déclaration de politique générale",,,,"thing/FRAN_RI_004-d5b8icbu7e-1d7ceqxgmio44","gouvernement",,,,,,,,
"thing/FRAN_RI_004-d5b8ibas3v-yzm2qiy232b5","d5b8ibas3v-yzm2qiy232b5","Thing","déclaration des droits de l'homme",,,,"thing/FRAN_RI_004-d3ndf2eafp--ghj5z1souwyc","droits de l'homme",,,,,,,,
"thing/FRAN_RI_004-d3ndezvyi7-1m7ycqb7sntpv","d3ndezvyi7-1m7ycqb7sntpv","Thing","décolonisation",,,,"thing/FRAN_RI_004-d3ndeztvho-1kycxaq33jtst","colonisation",,,,,,,,
"thing/FRAN_RI_004-d3ndety2px--sm1fkv5birlv","d3ndety2px--sm1fkv5birlv","Thing","déconcentration",,"Délégation de moyens et de pouvoirs de décision de l’administration centrale aux services extérieurs de l’Etat (www.vie-publique.fr).",,"thing/FRAN_RI_004-d3ndetwa9n-1i8m9bxyegxrg","réforme administrative",,,,,,,,
"thing/FRAN_RI_004-d3ndeuj59v--kuhvzadttian","d3ndeuj59v--kuhvzadttian","Thing","décoration","distinction honorifique",,,"thing/FRAN_RI_004-d3ndeufkdb--7g2vn7os2wmh","fonctionnement de l'administration",,,,,,,,
"thing/FRAN_RI_004-d3ndesb56m--entreaothar2","d3ndesb56m--entreaothar2","Thing","décret","décret d'application",,,"thing/FRAN_RI_004-d5b8icbu7e-1d7ceqxgmio44","gouvernement",,,,,,,,
"thing/FRAN_RI_004-d3ndesbxup-92owht8480yc","d3ndesbxup-92owht8480yc","Thing","décret-loi",,,,"thing/FRAN_RI_004-d5b8icbu7e-1d7ceqxgmio44","gouvernement",,,,,,,,
"thing/FRAN_RI_004-d5b8ib682e-18rt5nywsl0rl","d5b8ib682e-18rt5nywsl0rl","Thing","défense","défense nationale",,,,,,,,,,,,
"thing/FRAN_RI_004-d3ndexory3-og6sbe3fpu0o","d3ndexory3-og6sbe3fpu0o","Thing","défense aérienne",,,,"thing/FRAN_RI_004-d3ndexn4ga--16h6ru34we8u6","armée de l'air",,,,,,,,
"thing/FRAN_RI_004-d3ndey2jaw-138ifpfm0k3q6","d3ndey2jaw-138ifpfm0k3q6","Thing","défense civile",,"Mesures de défense non militaires prises, par exemple, par les préfets.",,"thing/FRAN_RI_004-d3ndexloac--1npmzrgou9tbu","armée",,,,,,,,
"thing/FRAN_RI_004-d3ndexpmzj-lxddkruaz17p","d3ndexpmzj-lxddkruaz17p","Thing","défense contre avions","DCA",,,"thing/FRAN_RI_004-d3ndexory3-og6sbe3fpu0o","défense aérienne",,,,,,,,
"thing/FRAN_RI_004-d3ndfckfwe--17ov0ai45s3u3","d3ndfckfwe--17ov0ai45s3u3","Thing","défense contre la mer",,"Lutte contre l'érosion du littoral.",,"thing/FRAN_RI_004-d3ndfcjzim--glz2hhtxhmq5","littoral",,,,,,,,
