"URI (segment de base  http://data.archives-nationales.culture.gouv.fr/","Identifiant de la ville ou du territoire dans la version du référentiel interne au SIA (RI_005)","Dénomination préférée (skos:prefLabel)","Dénominations alternatives (skos:altLabel)","Date de début  d’existence (rico:beginningDate)","Date de fin  d’existence (rico:endDate)","Description (rico:descriptiveNote)","Nom et id du pays dans lequel la ville ou le territoire est situé","Lieux équivalents dans d’autres référentiels (owl:sameAs)","Notes sur les modifications effectuées pour ce lieu (skos:changeNote)"
"place/FRAN_RI_005-d3m08ynrgkb--1h1fxrf6jcdhr","d3m08ynrgkb--1h1fxrf6jcdhr","Hanovre (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d5bdpcso1w--1g9kbndyd9tt2","d5bdpcso1w--1g9kbndyd9tt2","Hawaï (Etats-Unis)","Hawaii (Etats-Unis)",,,,"Etats-Unis [d5bdpnc6n8--6t8agr79pl90]",,
"place/FRAN_RI_005-d3m08zkma2t--19wo2f4ibcazl","d3m08zkma2t--19wo2f4ibcazl","Heemstede (Pays-Bas)",,,,,"Pays-Bas [d3ntxld6p3-1nlqlzrn1cur0]",,
"place/FRAN_RI_005-d3m08zrzu03-5jio1s5v8nwu","d3m08zrzu03-5jio1s5v8nwu","Heerlen (Pays-Bas)",,,,,"Pays-Bas [d3ntxld6p3-1nlqlzrn1cur0]",,
"place/FRAN_RI_005-d3m08z8v81g-1kyyz3n77gc2y","d3m08z8v81g-1kyyz3n77gc2y","Heidelberg (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08zrtrbr-5pm1cls8us57","d3m08zrtrbr-5pm1cls8us57","Hensies (Belgique)",,,,,"Belgique [d3ntxk30in--c94xo1un1ah3]",,
"place/FRAN_RI_005-d3m08z1yvau--10b8e27ltb6wk","d3m08z1yvau--10b8e27ltb6wk","Héraklion (Grèce)",,,,,"Grèce [d3ntxknnzd--1o618nl5gdmcb]",,
"place/FRAN_RI_005-d3m08zx37v4--1snrodauxvp5k","d3m08zx37v4--1snrodauxvp5k","Hercaln (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08zt6uk3--urxx1cczdhnr","d3m08zt6uk3--urxx1cczdhnr","Hereford (Royaume-Uni)",,,,,"Royaume-Uni [d3ntxlh9hr-pry10srrczvg]",,
"place/FRAN_RI_005-d3m08ze9yc1--t5imqkq1avwa","d3m08ze9yc1--t5imqkq1avwa","Herth (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08zvk7i4-suauoprx628x","d3m08zvk7i4-suauoprx628x","Hesse (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d-67bfmjrvp-18rp7xlypkayn","d-67bfmjrvp-18rp7xlypkayn","Heuvelland (Belgique)",,,,"Heuvelland est une commune néerlandophone de Belgique située en Région flamande dans la province de Flandre-Occidentale. (Source : https://fr.wikipedia.org/wiki/Heuvelland_(commune)) | Wikidata: https://www.wikidata.org/wiki/Q822755","Belgique [d3ntxk30in--c94xo1un1ah3]","https://sws.geonames.org/6639684/","12/08/2020 : Lieu ajouté le [12/08/2020]"
"place/FRAN_RI_005-d3m08z90rp8-1gz04vorpqkbv","d3m08z90rp8-1gz04vorpqkbv","Holbach (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08zpv9kx-5afolivikpg","d3m08zpv9kx-5afolivikpg","Hollande (Pays-Bas)",,,,,"Pays-Bas [d3ntxld6p3-1nlqlzrn1cur0]",,
"place/FRAN_RI_005-d3m08ywso0w--dyimxol964wv","d3m08ywso0w--dyimxol964wv","Honda (Colombie)",,,,,"Colombie [d3ntxkb515--w5y8z1zxeyvn]",,
"place/FRAN_RI_005-d3m0901skms-11m9osnz26chh","d3m0901skms-11m9osnz26chh","Husme (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08zwesep-iod4ebhscfbq","d3m08zwesep-iod4ebhscfbq","Huy (Belgique)",,,,,"Belgique [d3ntxk30in--c94xo1un1ah3]",,
"place/FRAN_RI_005-d3m08yhqsce-hcn6qm359j0h","d3m08yhqsce-hcn6qm359j0h","Iasi (Moldavie)",,,,,"Moldavie [d3ntxl5sp2--1ljz837l5jke0]",,
"place/FRAN_RI_005-d3m08zo3acv--n41z1r40f3u8","d3m08zo3acv--n41z1r40f3u8","Idesheim (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3ntxnlji7-1r88ngrf6qjoi","d3ntxnlji7-1r88ngrf6qjoi","Indochine française",,,,"Colonies et protectorats français : Annam, Cambodge, Laos, Tonkin Vietnam.",,,
"place/FRAN_RI_005-d3m08z378l0-jhu8ru220r1u","d3m08z378l0-jhu8ru220r1u","Iowa (Etats-Unis)",,,,,"Etats-Unis [d5bdpnc6n8--6t8agr79pl90]",,
"place/FRAN_RI_005-d3m08zg6rgv--118dch660cqop","d3m08zg6rgv--118dch660cqop","Iserlohn (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08z82kuw--17hdslv2ckdau","d3m08z82kuw--17hdslv2ckdau","Ispahan (Iran)",,,,,"Iran [d3ntxksp1w--343euphulxpk]",,
"place/FRAN_RI_005-d3m08zf6el2-75zpmh2s8kdp","d3m08zf6el2-75zpmh2s8kdp","Istambul (Turquie)","Constantinople (Turquie)",,,,"Turquie [d3ntxlyula-1qj2xqwyl4the]",,
"place/FRAN_RI_005-d3m08yxhds3--e9266ud24k48","d3m08yxhds3--e9266ud24k48","Izmir (Turquie)",,,,,"Turquie [d3ntxlyula-1qj2xqwyl4the]",,
"place/FRAN_RI_005-d3m08znbqe7-iy0fmgp2sc13","d3m08znbqe7-iy0fmgp2sc13","Jacmel (Haïti)",,,,,"Haïti [d3ntxkpxgp--1v0m0nu0itvsu]",,
"place/FRAN_RI_005-d3m08z9mlny--19gvqpplekkjr","d3m08z9mlny--19gvqpplekkjr","Jefferson (Etats-Unis)",,,,,"Etats-Unis [d5bdpnc6n8--6t8agr79pl90]",,
"place/FRAN_RI_005-d3m08zh58lz--1nevee2fs5h07","d3m08zh58lz--1nevee2fs5h07","Jerez de la Frontera (Espagne)",,,,,"Espagne [d3ntxkj150-14qdrjsm01noe]",,
"place/FRAN_RI_005-d3m08zteqzs-who54grzw2xf","d3m08zteqzs-who54grzw2xf","Jijel (Algérie)","Gigéry (Algérie) | Djidjelli (Algérie)",,,,"Algérie [d3ntxjxn5s-6kuyi0i46073]",,
"place/FRAN_RI_005-d3m08zjbawp-taaxge7qkpwt","d3m08zjbawp-taaxge7qkpwt","Jutland (Danemark)",,,,,"Danemark [d3ntxkfgvq--1ml7hma97e0bo]",,
"place/FRAN_RI_005-d3m08z2fo82--1wl9dir26iol3","d3m08z2fo82--1wl9dir26iol3","Kairouan (Tunisie)",,,,,"Tunisie [d3ntxly60m--alytytl85l0a]",,
"place/FRAN_RI_005-d3m08yy9xsk-t9lx8x42dbjd","d3m08yy9xsk-t9lx8x42dbjd","Kaliningrad (Russie)",,,,,"Russie [d3ntxlhlzu--xk25nxgg86yz]",,
"place/FRAN_RI_005-d3m08zccznj-1fm9j7yd46rkh","d3m08zccznj-1fm9j7yd46rkh","Kampen (Pays-Bas)",,,,,"Pays-Bas [d3ntxld6p3-1nlqlzrn1cur0]",,
"place/FRAN_RI_005-d3m08ytoc41-1ebyruu0y8ktt","d3m08ytoc41-1ebyruu0y8ktt","Karlovy Vary (République Tchèque)",,,,,,,
"place/FRAN_RI_005-d3m08z6flvt--187zv21jh122z","d3m08z6flvt--187zv21jh122z","Karlsruhe (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m0901rmkb-u95v9pgloojp","d3m0901rmkb-u95v9pgloojp","Kaunas (Lituanie)",,,,,"Lituanie [d3ntxl0sx4-uuvy77ni56ar]",,
"place/FRAN_RI_005-d3m08zrcsgm-1pm3cn12qx57d","d3m08zrcsgm-1pm3cn12qx57d","Kazan (Russie)",,,,,"Russie [d3ntxlhlzu--xk25nxgg86yz]",,
"place/FRAN_RI_005-d3m08ytx3ue-12zm74aucxspr","d3m08ytx3ue-12zm74aucxspr","Kenmare (Irlande)",,,,,"Irlande [d3ntxkt0ox-16bmp6ylm8933]",,
"place/FRAN_RI_005-d3m08zc66tz-1kk3dqfqo63h9","d3m08zc66tz-1kk3dqfqo63h9","Kherson (Ukraine)",,,,,"Ukraine [d3ntxlzn9e--18rviijd4m2nf]",,
"place/FRAN_RI_005-d3m08yvpc6h-1g8hsdr05g6zq","d3m08yvpc6h-1g8hsdr05g6zq","Kiel (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08zjbk0p-1sx1djlyudm39","d3m08zjbk0p-1sx1djlyudm39","Kiev (Ukraine)",,,,,"Ukraine [d3ntxlzn9e--18rviijd4m2nf]",,
"place/FRAN_RI_005-d3m08z2bply--pli51noatbj8","d3m08z2bply--pli51noatbj8","Kingston (Jamaïque)",,,,,"Jamaïque [d3ntxkuk3a--10nejkg023ek7]",,
"place/FRAN_RI_005-d3m08ztft0w--1gonmrgg4vndd","d3m08ztft0w--1gonmrgg4vndd","Kingston (Royaume-Uni)",,,,,"Royaume-Uni [d3ntxlh9hr-pry10srrczvg]",,
"place/FRAN_RI_005-d3m08zkbcp7-1tdoz0vk551i1","d3m08zkbcp7-1tdoz0vk551i1","Kingston upon Hull (Royaume-Uni)",,,,,"Royaume-Uni [d3ntxlh9hr-pry10srrczvg]",,
"place/FRAN_RI_005-d3m08zwy1o8--itk69w9asn5t","d3m08zwy1o8--itk69w9asn5t","Kirkmichael (Royaume-Uni)",,,,,"Royaume-Uni [d3ntxlh9hr-pry10srrczvg]",,
"place/FRAN_RI_005-d3m08zvkuha--13derxt7xicks","d3m08zvkuha--13derxt7xicks","Krasnoië Selo (Russie)",,,,,"Russie [d3ntxlhlzu--xk25nxgg86yz]",,
"place/FRAN_RI_005-d-1g86cjjww--1xq9ln6o4la1","d-1g86cjjww--1xq9ln6o4la1","La Chaux-de-Fonds (Suisse)",,,,"La Chaux-de-Fonds est une ville suisse du canton de Neuchâtel, située à environ 70 km au nord-ouest de Berne dans le massif du Jura, à 10 km de la frontière avec la France.(Source : https://fr.wikipedia.org/wiki/La_Chaux-de-Fonds )","Suisse [d3ntxlqozz--1f3x6hvqucf3g]","http://www.wikidata.org/entity/Q68124 | https://sws.geonames.org/7286240/","27/04/2020 : Lieu ajouté le [27/04/2020]"
"place/FRAN_RI_005-d3m08z96p85-1lba4gihzyuw","d3m08z96p85-1lba4gihzyuw","La Glâne (Suisse)",,,,,"Suisse [d3ntxlqozz--1f3x6hvqucf3g]",,
"place/FRAN_RI_005-d3m08z53kac-1g49itpzk12bh","d3m08z53kac-1g49itpzk12bh","La Havane (Cuba)",,,,,"Cuba [d3ntxkf4t6--1ytudbz8t9ae]",,
"place/FRAN_RI_005-d3m08zdo4rl--qhb4kmusudo1","d3m08zdo4rl--qhb4kmusudo1","La Haye (Pays-Bas)",,,,,"Pays-Bas [d3ntxld6p3-1nlqlzrn1cur0]",,
"place/FRAN_RI_005-d3m08yjzgj3-1h6fnvvabwwaa","d3m08yjzgj3-1h6fnvvabwwaa","Landau (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d-6834fi58i-1jhp74mexri5k","d-6834fi58i-1jhp74mexri5k","Langemark-Poelkapelle (Belgique)",,,,"Langemark-Poelkapelle est une commune néerlandophone de Belgique située en Région flamande dans la Province de Flandre-Occidentale. (Source : https://fr.wikipedia.org/wiki/Langemark-Poelkapelle)","Belgique [d3ntxk30in--c94xo1un1ah3]","http://www.wikidata.org/entity/Q735865 | https://sws.geonames.org/2793393/","12/08/2020 : Lieu ajouté le [12/08/2020]"
"place/FRAN_RI_005-d3m08yuzgfj-1bgexe6bkc70k","d3m08yuzgfj-1bgexe6bkc70k","La Nouvelle-Orléans (Etats-Unis)",,,,,"Etats-Unis [d5bdpnc6n8--6t8agr79pl90]",,
"place/FRAN_RI_005-d3m08zd00ei--ski7uygo8ie","d3m08zd00ei--ski7uygo8ie","La Tour-de-Trême (Suisse)",,,,,"Suisse [d3ntxlqozz--1f3x6hvqucf3g]",,
"place/FRAN_RI_005-d3m08z1k2h7--716vc5myhlb7","d3m08z1k2h7--716vc5myhlb7","Lausanne (Suisse)",,,,,"Suisse [d3ntxlqozz--1f3x6hvqucf3g]",,
"place/FRAN_RI_005-d3m08zbng6q-q82o5sygn87","d3m08zbng6q-q82o5sygn87","Le Caire (Egypte)",,,,,"Egypte [d5bdp2m9bi--7qyiku2nrvrt]",,
"place/FRAN_RI_005-d3m08zcr34g-h11cml73xnvy","d3m08zcr34g-h11cml73xnvy","Leeds (Royaume-Uni)",,,,,"Royaume-Uni [d3ntxlh9hr-pry10srrczvg]",,
"place/FRAN_RI_005-d3m08yjbiwf--1stp7q1yvc4z7","d3m08yjbiwf--1stp7q1yvc4z7","Leewarden (Pays-Bas)",,,,,"Pays-Bas [d3ntxld6p3-1nlqlzrn1cur0]",,
"place/FRAN_RI_005-d3m08z9d5rm-cuaoxayypy1t","d3m08z9d5rm-cuaoxayypy1t","Leicester (Royaume-Uni)",,,,,"Royaume-Uni [d3ntxlh9hr-pry10srrczvg]",,
"place/FRAN_RI_005-d3m08zp4335--182ke48rp6lm7","d3m08zp4335--182ke48rp6lm7","Leipzig (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08zxq710--13z2fnl9rfvfd","d3m08zxq710--13z2fnl9rfvfd","Leith (Royaume-Uni)",,,,,"Royaume-Uni [d3ntxlh9hr-pry10srrczvg]",,
"place/FRAN_RI_005-d3m08yi9js6--1lvnm3zooxwfe","d3m08yi9js6--1lvnm3zooxwfe","Léogâne (Haïti)",,,,,"Haïti [d3ntxkpxgp--1v0m0nu0itvsu]",,
"place/FRAN_RI_005-d3m08zqnexp--1pfk3y50bcyr2","d3m08zqnexp--1pfk3y50bcyr2","Les Cayes (Haïti)",,,,,"Haïti [d3ntxkpxgp--1v0m0nu0itvsu]",,
"place/FRAN_RI_005-d3m08z9aec0-ahk5yq8ry7hp","d3m08z9aec0-ahk5yq8ry7hp","Les Ecasseys (Suisse)",,,,,"Suisse [d3ntxlqozz--1f3x6hvqucf3g]",,
"place/FRAN_RI_005-d3m08z8x8xk--1envxs8yjrpo4","d3m08z8x8xk--1envxs8yjrpo4","Lessines (Belgique)",,,,,"Belgique [d3ntxk30in--c94xo1un1ah3]",,
"place/FRAN_RI_005-d3m08ze8jmk--1x2wjjgyiaat","d3m08ze8jmk--1x2wjjgyiaat","Leyde (Pays-Bas)",,,,,"Pays-Bas [d3ntxld6p3-1nlqlzrn1cur0]",,
"place/FRAN_RI_005-d3ntxnysje--acvnk094fs14","d3ntxnysje--acvnk094fs14","Liège (Belgique)",,,,,"Belgique [d3ntxk30in--c94xo1un1ah3]",,
"place/FRAN_RI_005-d3m08yrnqp9-1b7qbmacg1qie","d3m08yrnqp9-1b7qbmacg1qie","Lierre (Belgique)",,,,,"Belgique [d3ntxk30in--c94xo1un1ah3]",,
"place/FRAN_RI_005-d3m08zfv35h--sjkd71gx5z8f","d3m08zfv35h--sjkd71gx5z8f","Ligny (Belgique)",,,,,"Belgique [d3ntxk30in--c94xo1un1ah3]",,
"place/FRAN_RI_005-d3m08ysujc1-1woax2c92hze1","d3m08ysujc1-1woax2c92hze1","Lima (Pérou)",,,,,"Pérou [d3ntxldijw-uft190sxh7am]",,
"place/FRAN_RI_005-d3m08zc6qn1-5dfqgdgrv5qk","d3m08zc6qn1-5dfqgdgrv5qk","Lisbonne (Portugal)",,,,,"Portugal [d3ntxlekx7--1o2ff4b0v3ptu]",,
"place/FRAN_RI_005-d3m08z57giv--1n3hvcynjoeof","d3m08z57giv--1n3hvcynjoeof","Livourne (Italie)",,,,,"Italie [d3ntxku8g8--8c7e9zxf15do]",,
"place/FRAN_RI_005-d3m08ynvyzi-1da1jxrdftaed","d3m08ynvyzi-1da1jxrdftaed","Llerena (Espagne)",,,,,"Espagne [d3ntxkj150-14qdrjsm01noe]",,
"place/FRAN_RI_005-d3m08zohugr-1kpd8vwgsep81","d3m08zohugr-1kpd8vwgsep81","Locarno (Suisse)",,,,,"Suisse [d3ntxlqozz--1f3x6hvqucf3g]",,
"place/FRAN_RI_005-d3m08zc9pln--7dc2eczxda0c","d3m08zc9pln--7dc2eczxda0c","Lodi (Italie)",,,,,"Italie [d3ntxku8g8--8c7e9zxf15do]",,
"place/FRAN_RI_005-d-5uqo7lnyq--vagcr27qd7je","d-5uqo7lnyq--vagcr27qd7je","Lodz (Pologne)",,,,"Łódź, parfois orthographiée Lodz en français, est la troisième plus grande ville de Pologne et le chef-lieu du powiat de Łódź-est et de la voïvodie de Łódź. (Source : https://fr.wikipedia.org/wiki/%C5%81%C3%B3d%C5%BA )","Pologne [d3ntxle8f4--7cm271muwi1d]","http://www.wikidata.org/entity/Q580 | https://sws.geonames.org/3093133/","12/08/2020 : Lieu ajouté le [12/08/2020]"
"place/FRAN_RI_005-d3m08zsp6c7-696rbgi8z012","d3m08zsp6c7-696rbgi8z012","Lombardie (Italie)",,,,,"Italie [d3ntxku8g8--8c7e9zxf15do]",,
"place/FRAN_RI_005-d3ntxo21l5--1llwpj4s4ec1i","d3ntxo21l5--1llwpj4s4ec1i","Londres (Royaume-Uni)",,,,,"Royaume-Uni [d3ntxlh9hr-pry10srrczvg]",,
"place/FRAN_RI_005-d3m08z4rqfa--r66ynqo29kn0","d3m08z4rqfa--r66ynqo29kn0","Looz (Belgique)",,,,,"Belgique [d3ntxk30in--c94xo1un1ah3]",,
"place/FRAN_RI_005-d3m090115tj--dx4ci4z5dfyc","d3m090115tj--dx4ci4z5dfyc","Lorette (Italie)",,,,,"Italie [d3ntxku8g8--8c7e9zxf15do]",,
"place/FRAN_RI_005-d5bdp7py95--1uhtnmrowggy3","d5bdp7py95--1uhtnmrowggy3","Los Angeles (Etats-Unis)",,,,,"Etats-Unis [d5bdpnc6n8--6t8agr79pl90]",,
"place/FRAN_RI_005-d3m08zroj5k--3qvsw07hyuft","d3m08zroj5k--3qvsw07hyuft","Louisbourg (Canada)",,,,,"Canada [d3ntxk8y4x-gtyf62ncokz4]",,
"place/FRAN_RI_005-d3m08za8n5m--5945frahi6c1","d3m08za8n5m--5945frahi6c1","Louisiane (Etats-Unis)",,,,,"Etats-Unis [d5bdpnc6n8--6t8agr79pl90]",,
"place/FRAN_RI_005-d3m08zuvqgo-d3zrwhm6plq7","d3m08zuvqgo-d3zrwhm6plq7","Louny (République Tchèque)",,,,,,,
"place/FRAN_RI_005-d3ntxo2py1-wfy4f0scfa9p","d3ntxo2py1-wfy4f0scfa9p","Louvain (Belgique)",,,,,"Belgique [d3ntxk30in--c94xo1un1ah3]",,
"place/FRAN_RI_005-d3m0900sk12-qmdet4lt6vp7","d3m0900sk12-qmdet4lt6vp7","Lübeck (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08zcxtyq-eryxpkm0h6q0","d3m08zcxtyq-eryxpkm0h6q0","Lucknow (Inde)",,,,,"Inde [d3ntxkrkiz--1shnvwc1hre55]",,
"place/FRAN_RI_005-d3m08z4d9vq-oqcs9ttmmv1y","d3m08z4d9vq-oqcs9ttmmv1y","Lucques (Italie)",,,,,"Italie [d3ntxku8g8--8c7e9zxf15do]",,
"place/FRAN_RI_005-d3m08ym8bug--hnee0wuaga64","d3m08ym8bug--hnee0wuaga64","Lugwardine (Royaume-Uni)",,,,,"Royaume-Uni [d3ntxlh9hr-pry10srrczvg]",,
"place/FRAN_RI_005-d3m08z4pgtf--jlm8q6viyjbk","d3m08z4pgtf--jlm8q6viyjbk","Lunebourg (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08zhfygn-ok1kilwdfkxz","d3m08zhfygn-ok1kilwdfkxz","Lützen (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08ykg72r--8tm8f24arxx","d3m08ykg72r--8tm8f24arxx","Luxembourg (Luxembourg)",,,,,"Luxembourg [d3ntxl14ce-18c4jk8e6gn4a]",,
"place/FRAN_RI_005-d3m08ytoryh-1bz0gxmja8e10","d3m08ytoryh-1bz0gxmja8e10","Lviv (Ukraine)",,,,,"Ukraine [d3ntxlzn9e--18rviijd4m2nf]",,
"place/FRAN_RI_005-d3m08z7bq8z--13dc8k6gq3jl1","d3m08z7bq8z--13dc8k6gq3jl1","Lybourg (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08ztx3rw-m7jfd3z9uf0z","d3m08ztx3rw-m7jfd3z9uf0z","Maastricht (Pays-Bas)",,,,,"Pays-Bas [d3ntxld6p3-1nlqlzrn1cur0]",,
"place/FRAN_RI_005-d3m08zfqphf-ayhf4njfvwsw","d3m08zfqphf-ayhf4njfvwsw","Macao (Chine)",,,,,"Chine [d3ntxkac5a-8e4epe80c9ko]",,
"place/FRAN_RI_005-d5bdpdorg9-1vix4hgjzi4xa","d5bdpdorg9-1vix4hgjzi4xa","Madère (Portugal)",,,,,"Portugal [d3ntxlekx7--1o2ff4b0v3ptu]",,
"place/FRAN_RI_005-d3ntxo7jgy--1pdiqd72lksmp","d3ntxo7jgy--1pdiqd72lksmp","Madrid (Espagne)",,,,,"Espagne [d3ntxkj150-14qdrjsm01noe]",,
"place/FRAN_RI_005-d3m08zlvjuf--1xdmaaml1ot5c","d3m08zlvjuf--1xdmaaml1ot5c","Magdebourg (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08zb65fq--27y0oai2ih63","d3m08zb65fq--27y0oai2ih63","Mahon (Espagne)",,,,,"Espagne [d3ntxkj150-14qdrjsm01noe]",,
"place/FRAN_RI_005-d3m09008w3v-wslyaylwj55","d3m09008w3v-wslyaylwj55","Malabar (Inde)",,,,,"Inde [d3ntxkrkiz--1shnvwc1hre55]",,
"place/FRAN_RI_005-d3m08zm887l--1rk6dpljy0t7u","d3m08zm887l--1rk6dpljy0t7u","Malaga (Espagne)",,,,,"Espagne [d3ntxkj150-14qdrjsm01noe]",,
"place/FRAN_RI_005-d3m08zc8fnb-88lcg7lohm3h","d3m08zc8fnb-88lcg7lohm3h","Malesco (Italie)",,,,,"Italie [d3ntxku8g8--8c7e9zxf15do]",,
"place/FRAN_RI_005-d3m08yo36gr-1ns7sggljti71","d3m08yo36gr-1ns7sggljti71","Malines (Belgique)",,,,,"Belgique [d3ntxk30in--c94xo1un1ah3]",,
"place/FRAN_RI_005-d3m08zmq5ji-12xr7l3sjk5yb","d3m08zmq5ji-12xr7l3sjk5yb","Manchester (Royaume-Uni)",,,,,"Royaume-Uni [d3ntxlh9hr-pry10srrczvg]",,
"place/FRAN_RI_005-d3m08yrn1ci-1psf14ewkjyyf","d3m08yrn1ci-1psf14ewkjyyf","Manhattan (Etats-Unis)",,,,,"Etats-Unis [d5bdpnc6n8--6t8agr79pl90]",,
"place/FRAN_RI_005-d3m08zffc9c-tlx3ewxb8u0y","d3m08zffc9c-tlx3ewxb8u0y","Mannheim (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08zrcfdz--5jzw797kkb04","d3m08zrcfdz--5jzw797kkb04","Mantoue (Italie)",,,,,"Italie [d3ntxku8g8--8c7e9zxf15do]",,
"place/FRAN_RI_005-d3m08zwg93g-6ib9j8byglu4","d3m08zwg93g-6ib9j8byglu4","Marblehead (Etats-Unis)",,,,,"Etats-Unis [d5bdpnc6n8--6t8agr79pl90]",,
"place/FRAN_RI_005-d3m08zq86nv--7prwb6hive1x","d3m08zq86nv--7prwb6hive1x","Mariquita (Colombie)",,,,,"Colombie [d3ntxkb515--w5y8z1zxeyvn]",,
"place/FRAN_RI_005-d3m08z6u6s8--1o3z9jjx45mje","d3m08z6u6s8--1o3z9jjx45mje","Martigny (Suisse)",,,,,"Suisse [d3ntxlqozz--1f3x6hvqucf3g]",,
"place/FRAN_RI_005-d3m08yvmtgl--d3a31aulkn1f","d3m08yvmtgl--d3a31aulkn1f","Mascara (Algérie)",,,,,"Algérie [d3ntxjxn5s-6kuyi0i46073]",,
"place/FRAN_RI_005-d3m08z9ap12--2tzduzirozhb","d3m08z9ap12--2tzduzirozhb","Maybole (Royaume-Uni)",,,,,"Royaume-Uni [d3ntxlh9hr-pry10srrczvg]",,
"place/FRAN_RI_005-d3m08z2ukm2-1azdh3ktxts5b","d3m08z2ukm2-1azdh3ktxts5b","Mayence (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08zcgv3k-1k6w54rovt1jl","d3m08zcgv3k-1k6w54rovt1jl","Mecklembourg (Allemagne)",,,,,"Allemagne [d3ntxjxyl2-de3n2j7xfcc0]",,
"place/FRAN_RI_005-d3m08yterut--lolldo999o2l","d3m08yterut--lolldo999o2l","Medellin (Colombie)",,,,,"Colombie [d3ntxkb515--w5y8z1zxeyvn]",,
"place/FRAN_RI_005-d3m08ztb7fm-1spv9o11cpl06","d3m08ztb7fm-1spv9o11cpl06","Medina del Campo (Espagne)",,,,,"Espagne [d3ntxkj150-14qdrjsm01noe]",,
"place/FRAN_RI_005-d3m08zur3ol--fv9prr25wyi9","d3m08zur3ol--fv9prr25wyi9","Melfi (Italie)",,,,,"Italie [d3ntxku8g8--8c7e9zxf15do]",,
"place/FRAN_RI_005-d3m08z5j035--4ic9p7ify02p","d3m08z5j035--4ic9p7ify02p","Menin (Belgique)",,,,,"Belgique [d3ntxk30in--c94xo1un1ah3]",,
"place/FRAN_RI_005-d3m08znhc1a--18l0aadxi1k6o","d3m08znhc1a--18l0aadxi1k6o","Menznau (Suisse)",,,,,"Suisse [d3ntxlqozz--1f3x6hvqucf3g]",,
"place/FRAN_RI_005-d3m08z0erpz--b99ainrn6bu7","d3m08z0erpz--b99ainrn6bu7","Mesola (Italie)",,,,,"Italie [d3ntxku8g8--8c7e9zxf15do]",,
"place/FRAN_RI_005-d3m08z5g7v0-1blmbfp0hnc54","d3m08z5g7v0-1blmbfp0hnc54","Messine (Italie)",,,,,"Italie [d3ntxku8g8--8c7e9zxf15do]",,
"place/FRAN_RI_005-d3m08z56pzd--1u32zuritrryz","d3m08z56pzd--1u32zuritrryz","Messines (Belgique)",,,,,"Belgique [d3ntxk30in--c94xo1un1ah3]",,
"place/FRAN_RI_005-d3m08z0ank7-bzqrcgiwpsdf","d3m08z0ank7-bzqrcgiwpsdf","Mexico (Mexique)",,,,,"Mexique [d3ntxl5629--bz5leouyg7ju]",,
"place/FRAN_RI_005-d3m08z8165g--t1yi7p2ht3mz","d3m08z8165g--t1yi7p2ht3mz","Meyerbert (Suisse)",,,,,"Suisse [d3ntxlqozz--1f3x6hvqucf3g]",,
